symbol,pattern_id,entry_date,entry_price,stop_price,target_price,exit_date,exit_price,exit_reason,bars_held,pnl_per_share,return_pct,r_multiple,win
OKLO,W003,2026-05-04 10:55,72.2,69.77,77.06,2026-05-04 11:40,69.77,stop,9,-2.43,-0.03366,-1.0,False
OKLO,W004,2026-05-04 13:20,70.66,69.57,72.84,2026-05-04 15:15,69.57,stop,23,-1.09,-0.01543,-1.0,False
OKLO,W005,2026-05-05 11:45,67.51,65.99,70.55,2026-05-05 15:05,67.61,time_exit,40,0.1,0.00148,0.07,True
OKLO,W006,2026-05-06 15:25,79.0201,76.73,83.6003,2026-05-06 15:55,79.61,session_close,6,0.5899,0.00747,0.26,True
OKLO,W007,2026-05-08 13:30,71.1775,69.65,74.2325,2026-05-08 15:55,72.51,session_close,29,1.3325,0.01872,0.87,True
OKLO,W008,2026-05-11 13:40,78.41,75.24,84.75,2026-05-11 15:55,78.11,session_close,27,-0.3,-0.00383,-0.09,False
OKLO,W009,2026-05-12 13:20,72.2901,69.95,76.9703,2026-05-12 15:55,73.645,session_close,31,1.3549,0.01874,0.58,True
OKLO,W011,2026-05-13 14:10,70.52,69.35,72.86,2026-05-13 15:50,69.35,stop,20,-1.17,-0.01659,-1.0,False
OKLO,W012,2026-05-14 12:10,66.9631,64.51,71.8693,2026-05-14 15:30,66.585,time_exit,40,-0.3781,-0.00565,-0.15,False
OKLO,W015,2026-05-15 13:15,62.4399,61.42,64.4797,2026-05-15 15:55,62.23,session_close,32,-0.2099,-0.00336,-0.21,False
OKLO,W016,2026-05-18 15:05,57.84,56.66,60.2,2026-05-18 15:55,58.6,session_close,10,0.76,0.01314,0.64,True
OKLO,W017,2026-05-19 11:50,55.055,53.69,57.785,2026-05-19 15:10,55.9394,time_exit,40,0.8844,0.01606,0.65,True
OKLO,W019,2026-05-20 12:55,61.4448,59.86,64.6144,2026-05-20 15:55,62.62,session_close,36,1.1752,0.01913,0.74,True
OKLO,W020,2026-05-21 11:20,62.57,61.29,65.13,2026-05-21 13:50,65.13,target,30,2.56,0.04091,2.0,True
OKLO,W022,2026-05-21 15:35,64.38,63.48,66.18,2026-05-21 15:55,65.1,session_close,4,0.72,0.01118,0.8,True
OKLO,W023,2026-05-22 12:40,67.12,65.76,69.84,2026-05-22 15:15,65.76,stop,31,-1.36,-0.02026,-1.0,False
OKLO,W025,2026-05-26 13:10,70.6,69.45,72.9,2026-05-26 14:30,69.45,stop,16,-1.15,-0.01629,-1.0,False
OKLO,W026,2026-05-27 12:30,67.455,65.04,72.285,2026-05-27 15:50,67.87,time_exit,40,0.415,0.00615,0.17,True
OKLO,W028,2026-05-28 11:05,68.38,66.78,71.58,2026-05-28 14:25,68.5,time_exit,40,0.12,0.00175,0.08,True
OKLO,W030,2026-05-29 13:10,68.83,67.57,71.35,2026-05-29 14:45,67.57,stop,19,-1.26,-0.01831,-1.0,False
RGTI,W001,2026-05-01 11:00,17.2,16.73,18.14,2026-05-01 14:20,17.4526,time_exit,40,0.2526,0.01469,0.54,True
RGTI,W003,2026-05-04 13:20,18.295,17.92,19.045,2026-05-04 14:05,17.92,stop,9,-0.375,-0.0205,-1.0,False
RGTI,W004,2026-05-05 11:15,17.668,17.04,18.924,2026-05-05 14:35,18.26,time_exit,40,0.592,0.03351,0.94,True
RGTI,W006,2026-05-06 10:40,19.41,18.83,20.57,2026-05-06 14:00,19.65,time_exit,40,0.24,0.01236,0.41,True
RGTI,W008,2026-05-06 15:20,19.875,19.44,20.745,2026-05-06 15:55,20.065,session_close,7,0.19,0.00956,0.44,True
RGTI,W009,2026-05-07 14:40,18.42,18.22,18.82,2026-05-07 15:05,18.22,stop,5,-0.2,-0.01086,-1.0,False
RGTI,W010,2026-05-08 13:30,18.02,17.66,18.74,2026-05-08 15:55,18.74,target,29,0.72,0.03996,2.0,True
RGTI,W012,2026-05-11 12:35,20.4629,19.97,21.4487,2026-05-11 15:55,20.4995,time_exit,40,0.0366,0.00179,0.07,True
RGTI,W013,2026-05-12 14:20,18.945,18.41,20.015,2026-05-12 15:55,19.07,session_close,19,0.125,0.0066,0.23,True
RGTI,W014,2026-05-13 11:10,18.395,17.9,19.385,2026-05-13 14:30,18.565,time_exit,40,0.17,0.00924,0.34,True
RGTI,W016,2026-05-14 10:40,18.625,17.74,20.395,2026-05-14 14:00,19.49,time_exit,40,0.865,0.04644,0.98,True
RGTI,W018,2026-05-15 13:35,18.265,17.46,19.875,2026-05-15 15:55,17.86,session_close,28,-0.405,-0.02217,-0.5,False
RGTI,W019,2026-05-18 12:55,16.225,15.94,16.795,2026-05-18 15:55,16.62,session_close,36,0.395,0.02435,1.39,True
RGTI,W020,2026-05-19 11:00,15.76,15.38,16.52,2026-05-19 14:20,16.305,time_exit,40,0.545,0.03458,1.43,True
RGTI,W022,2026-05-19 14:35,16.4093,16.18,16.8679,2026-05-19 14:55,16.18,stop,4,-0.2293,-0.01397,-1.0,False
RGTI,W023,2026-05-20 13:40,16.95,16.67,17.51,2026-05-20 15:55,16.87,session_close,27,-0.08,-0.00472,-0.29,False
RGTI,W024,2026-05-21 12:05,21.2614,20.47,22.8442,2026-05-21 15:25,21.32,time_exit,40,0.0586,0.00276,0.07,True
RGTI,W027,2026-05-22 13:25,26.645,25.63,28.675,2026-05-22 15:25,25.63,stop,24,-1.015,-0.03809,-1.0,False
RGTI,W028,2026-05-26 11:30,24.325,23.75,25.475,2026-05-26 11:55,23.75,stop,5,-0.575,-0.02364,-1.0,False
RGTI,W030,2026-05-27 11:35,24.33,23.53,25.93,2026-05-27 14:55,24.245,time_exit,40,-0.085,-0.00349,-0.11,False
RGTI,W031,2026-05-28 14:25,26.655,26.03,27.905,2026-05-28 15:55,27.02,session_close,18,0.365,0.01369,0.58,True
RGTI,W032,2026-05-29 11:55,25.425,24.31,27.655,2026-05-29 15:15,24.9236,time_exit,40,-0.5014,-0.01972,-0.45,False
IONQ,W001,2026-05-01 11:00,45.08,43.58,48.08,2026-05-01 14:20,45.8,time_exit,40,0.72,0.01597,0.48,True
IONQ,W003,2026-05-04 13:20,46.72,46.13,47.9,2026-05-04 14:05,46.13,stop,9,-0.59,-0.01263,-1.0,False
IONQ,W004,2026-05-05 11:20,46.59,44.88,50.01,2026-05-05 14:40,47.69,time_exit,40,1.1,0.02361,0.64,True
