interval,variant,entry_mode,symbol,stock_return_pct,patterns,trades,wins,quality_wins,hit_rate_pct,quality_win_rate_pct,avg_return_pct,total_trade_return_pct,avg_r_multiple
15m,early_hl_tight_2p5r,early-higher-low,SMR,3.7674,1,1,0,0,0.0,0.0,-1.025,-1.025,-1.0
15m,early_hl_tight_2p5r,early-higher-low,LEU,-10.9625,4,3,2,0,66.67,0.0,0.0767,0.23,0.0267
15m,early_hl_tight_2p5r,early-higher-low,CCJ,-7.4381,4,4,1,0,25.0,0.0,-0.333,-1.332,-0.13
15m,early_hl_tight_2p5r,early-higher-low,UEC,-5.643,5,4,1,1,25.0,25.0,0.539,2.156,0.3075
15m,early_hl_tight_2p5r,early-higher-low,DNN,-7.6237,4,4,2,0,50.0,0.0,0.1535,0.614,0.2625
15m,early_hl_tight_2p5r,early-higher-low,RUN,29.1892,3,3,1,0,33.33,0.0,-0.7043,-2.113,-0.5033
15m,early_hl_tight_2p5r,early-higher-low,ENPH,104.0877,2,2,1,0,50.0,0.0,-0.582,-1.164,-0.07
15m,early_hl_tight_2p5r,early-higher-low,SEDG,78.523,1,1,1,1,100.0,100.0,3.096,3.096,1.73
15m,early_hl_tight_2p5r,early-higher-low,FSLR,49.0261,1,1,1,0,100.0,0.0,0.502,0.502,0.3
15m,early_hl_tight_2p5r,early-higher-low,BE,-0.3143,2,2,1,1,50.0,50.0,0.1945,0.389,-0.19
15m,early_hl_tight_2p5r,early-higher-low,PLUG,27.5263,2,2,1,1,50.0,50.0,0.0095,0.019,0.3
15m,early_hl_tight_2p5r,early-higher-low,BLDP,85.7988,2,2,1,0,50.0,0.0,0.0525,0.105,0.02
15m,early_hl_tight_2p5r,early-higher-low,LAC,-7.5972,4,4,2,0,50.0,0.0,0.197,0.788,0.1625
15m,early_hl_tight_2p5r,early-higher-low,ALB,-8.7915,1,1,0,0,0.0,0.0,-0.482,-0.482,-1.0
15m,early_hl_tight_2p5r,early-higher-low,RIVN,5.2547,2,2,0,0,0.0,0.0,-1.1115,-2.223,-0.81
15m,early_hl_tight_2p5r,early-higher-low,LCID,3.2497,2,2,0,0,0.0,0.0,-0.9815,-1.963,-0.77
15m,early_hl_tight_2p5r,early-higher-low,NIO,-8.5665,2,1,0,0,0.0,0.0,-0.671,-0.671,-1.0
15m,early_hl_tight_2p5r,early-higher-low,XPEV,1.0763,3,2,1,1,50.0,50.0,0.519,1.038,0.365
15m,early_hl_tight_2p5r,early-higher-low,LI,-16.1308,2,2,2,0,100.0,0.0,0.145,0.29,0.12
15m,early_hl_wide_3r,early-higher-low,MU,83.4428,0,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,SNDK,52.5178,2,2,2,0,100.0,0.0,0.301,0.602,0.1
15m,early_hl_wide_3r,early-higher-low,GLW,10.7532,3,3,1,0,33.33,0.0,0.0223,0.067,0.0967
15m,early_hl_wide_3r,early-higher-low,OKLO,-4.747,2,2,2,2,100.0,100.0,1.4445,2.889,0.55
15m,early_hl_wide_3r,early-higher-low,RGTI,49.0517,1,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,IONQ,61.7145,1,1,0,0,0.0,0.0,-0.127,-0.127,-0.05
15m,early_hl_wide_3r,early-higher-low,CSCO,29.8792,2,2,2,0,100.0,0.0,0.666,1.332,0.525
15m,early_hl_wide_3r,early-higher-low,AMKR,0.2016,1,1,1,1,100.0,100.0,1.297,1.297,0.68
15m,early_hl_wide_3r,early-higher-low,ASTS,54.667,0,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,RKLB,74.9512,3,3,2,1,66.67,33.33,0.375,1.125,0.0667
15m,early_hl_wide_3r,early-higher-low,AMD,45.5427,4,3,2,1,66.67,33.33,0.207,0.621,0.1533
15m,early_hl_wide_3r,early-higher-low,AVGO,6.1702,1,1,1,0,100.0,0.0,0.31,0.31,0.13
15m,early_hl_wide_3r,early-higher-low,ARM,65.6061,3,3,2,1,66.67,33.33,0.2573,0.772,0.1233
15m,early_hl_wide_3r,early-higher-low,SMCI,63.3084,2,2,0,0,0.0,0.0,-0.281,-0.562,-0.095
15m,early_hl_wide_3r,early-higher-low,TSM,4.2356,1,1,0,0,0.0,0.0,-0.206,-0.206,-0.1
15m,early_hl_wide_3r,early-higher-low,ASML,12.3628,1,1,1,0,100.0,0.0,0.157,0.157,0.06
15m,early_hl_wide_3r,early-higher-low,MRVL,25.0061,2,2,1,1,50.0,50.0,0.4495,0.899,0.185
15m,early_hl_wide_3r,early-higher-low,ON,19.4356,1,1,1,0,100.0,0.0,0.277,0.277,0.16
15m,early_hl_wide_3r,early-higher-low,LRCX,24.2811,3,3,2,0,66.67,0.0,0.309,0.927,0.19
15m,early_hl_wide_3r,early-higher-low,KLAC,11.6596,3,3,1,0,33.33,0.0,-0.081,-0.243,-0.0433
15m,early_hl_wide_3r,early-higher-low,QCOM,44.1389,2,2,1,0,50.0,0.0,0.019,0.038,-0.025
15m,early_hl_wide_3r,early-higher-low,ADI,3.9478,1,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,MCHP,2.0699,0,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,MPWR,-0.7799,5,4,3,3,75.0,75.0,0.9617,3.847,0.765
15m,early_hl_wide_3r,early-higher-low,LSCC,20.5738,4,4,2,1,50.0,25.0,-0.021,-0.084,0.0075
15m,early_hl_wide_3r,early-higher-low,ALAB,69.4345,3,2,2,0,100.0,0.0,0.586,1.172,0.19
15m,early_hl_wide_3r,early-higher-low,CRDO,33.8584,2,2,1,0,50.0,0.0,-0.0565,-0.113,-0.005
15m,early_hl_wide_3r,early-higher-low,COHR,8.9125,6,5,0,0,0.0,0.0,-0.6382,-3.191,-0.338
15m,early_hl_wide_3r,early-higher-low,WOLF,88.3832,1,1,0,0,0.0,0.0,-4.907,-4.907,-1.0
15m,early_hl_wide_3r,early-higher-low,AEHR,0.7644,1,1,0,0,0.0,0.0,-2.158,-2.158,-0.46
15m,early_hl_wide_3r,early-higher-low,PLTR,7.9261,3,3,2,1,66.67,33.33,0.4743,1.423,0.3633
15m,early_hl_wide_3r,early-higher-low,APP,32.2903,2,2,1,0,50.0,0.0,-0.3515,-0.703,-0.145
15m,early_hl_wide_3r,early-higher-low,SOUN,4.1146,5,4,2,2,50.0,50.0,0.188,0.752,-0.1325
15m,early_hl_wide_3r,early-higher-low,BBAI,25.2174,5,5,2,2,40.0,40.0,0.1858,0.929,-0.04
15m,early_hl_wide_3r,early-higher-low,AI,18.4268,6,6,4,0,66.67,0.0,-0.1408,-0.845,-0.1217
15m,early_hl_wide_3r,early-higher-low,PATH,9.2947,4,4,1,0,25.0,0.0,-1.0385,-4.154,-0.44
15m,early_hl_wide_3r,early-higher-low,UPST,5.296,5,5,3,2,60.0,40.0,0.3692,1.846,0.118
15m,early_hl_wide_3r,early-higher-low,AFRM,13.3846,4,4,3,0,75.0,0.0,0.201,0.804,0.08
15m,early_hl_wide_3r,early-higher-low,HOOD,28.4867,5,4,1,0,25.0,0.0,-0.0083,-0.033,-0.04
15m,early_hl_wide_3r,early-higher-low,COIN,-0.8186,4,3,0,0,0.0,0.0,-0.807,-2.421,-0.3967
15m,early_hl_wide_3r,early-higher-low,MARA,18.3313,6,6,2,1,33.33,16.67,-0.632,-3.792,-0.1717
15m,early_hl_wide_3r,early-higher-low,RIOT,45.0267,4,4,0,0,0.0,0.0,-1.2833,-5.133,-0.5975
15m,early_hl_wide_3r,early-higher-low,CLSK,44.3929,6,5,1,1,20.0,20.0,-0.578,-2.89,-0.276
15m,early_hl_wide_3r,early-higher-low,IREN,37.0271,2,2,1,1,50.0,50.0,-0.148,-0.296,-0.285
15m,early_hl_wide_3r,early-higher-low,CORZ,31.0076,3,3,2,1,66.67,33.33,0.345,1.035,0.1067
15m,early_hl_wide_3r,early-higher-low,CIFR,29.8737,4,4,1,1,25.0,25.0,-0.6428,-2.571,-0.2775
15m,early_hl_wide_3r,early-higher-low,WULF,16.0163,2,2,1,1,50.0,50.0,0.742,1.484,0.23
15m,early_hl_wide_3r,early-higher-low,HIVE,84.2932,1,1,1,1,100.0,100.0,2.381,2.381,0.88
15m,early_hl_wide_3r,early-higher-low,BTDR,52.5764,1,1,0,0,0.0,0.0,-2.954,-2.954,-1.0
15m,early_hl_wide_3r,early-higher-low,HUT,62.1671,3,2,2,2,100.0,100.0,1.4425,2.885,0.48
15m,early_hl_wide_3r,early-higher-low,QBTS,50.0872,3,2,1,1,50.0,50.0,0.513,1.026,0.22
15m,early_hl_wide_3r,early-higher-low,QUBT,33.2769,4,2,1,0,50.0,0.0,-1.2985,-2.597,-0.45
15m,early_hl_wide_3r,early-higher-low,ARQQ,15.355,3,2,2,0,100.0,0.0,0.321,0.642,0.135
15m,early_hl_wide_3r,early-higher-low,LAES,24.5115,3,3,2,2,66.67,66.67,0.953,2.859,1.0
15m,early_hl_wide_3r,early-higher-low,QS,22.777,5,5,2,1,40.0,20.0,-0.3202,-1.601,-0.384
15m,early_hl_wide_3r,early-higher-low,ENVX,20.6479,5,5,1,1,20.0,20.0,-0.4232,-2.116,-0.19
15m,early_hl_wide_3r,early-higher-low,JOBY,33.2215,8,8,4,0,50.0,0.0,0.0447,0.358,0.0162
15m,early_hl_wide_3r,early-higher-low,ACHR,20.708,7,7,4,3,57.14,42.86,0.4084,2.859,0.3329
15m,early_hl_wide_3r,early-higher-low,LUNR,74.6114,2,2,1,0,50.0,0.0,-0.5005,-1.001,-0.065
15m,early_hl_wide_3r,early-higher-low,SPCE,158.5417,0,0,0,0,0.0,0.0,0.0,0.0,0.0
15m,early_hl_wide_3r,early-higher-low,NNE,25.2059,4,3,1,1,33.33,33.33,-0.2023,-0.607,-0.3367
15m,early_hl_wide_3r,early-higher-low,SMR,3.7674,4,4,1,1,25.0,25.0,-0.6503,-2.601,-0.44
15m,early_hl_wide_3r,early-higher-low,LEU,-10.9625,5,4,2,0,50.0,0.0,-0.137,-0.548,-0.095
15m,early_hl_wide_3r,early-higher-low,CCJ,-7.4381,4,4,0,0,0.0,0.0,-0.4543,-1.817,-0.175
15m,early_hl_wide_3r,early-higher-low,UEC,-5.643,8,7,4,2,57.14,28.57,0.479,3.353,0.1543
15m,early_hl_wide_3r,early-higher-low,DNN,-7.6237,4,4,2,0,50.0,0.0,0.2338,0.935,0.175
15m,early_hl_wide_3r,early-higher-low,RUN,29.1892,6,6,4,1,66.67,16.67,0.0028,0.017,-0.1283
15m,early_hl_wide_3r,early-higher-low,ENPH,104.0877,2,2,1,0,50.0,0.0,-0.582,-1.164,-0.165
15m,early_hl_wide_3r,early-higher-low,SEDG,78.523,2,2,2,1,100.0,50.0,2.0045,4.009,0.95
15m,early_hl_wide_3r,early-higher-low,FSLR,49.0261,3,2,2,0,100.0,0.0,0.3385,0.677,0.155
15m,early_hl_wide_3r,early-higher-low,BE,-0.3143,3,3,1,0,33.33,0.0,-0.87,-2.61,-0.4267
15m,early_hl_wide_3r,early-higher-low,PLUG,27.5263,3,3,1,1,33.33,33.33,-0.5787,-1.736,-0.0767
15m,early_hl_wide_3r,early-higher-low,BLDP,85.7988,2,2,1,0,50.0,0.0,0.0525,0.105,0.015
15m,early_hl_wide_3r,early-higher-low,LAC,-7.5972,5,5,2,0,40.0,0.0,-0.1198,-0.599,-0.014
15m,early_hl_wide_3r,early-higher-low,ALB,-8.7915,1,1,0,0,0.0,0.0,-0.409,-0.409,-0.56
15m,early_hl_wide_3r,early-higher-low,RIVN,5.2547,2,2,0,0,0.0,0.0,-1.214,-2.428,-0.78
15m,early_hl_wide_3r,early-higher-low,LCID,3.2497,3,3,0,0,0.0,0.0,-1.7253,-5.176,-0.57
15m,early_hl_wide_3r,early-higher-low,NIO,-8.5665,2,1,0,0,0.0,0.0,-1.055,-1.055,-1.0
15m,early_hl_wide_3r,early-higher-low,XPEV,1.0763,2,1,0,0,0.0,0.0,-0.402,-0.402,-0.54
15m,early_hl_wide_3r,early-higher-low,LI,-16.1308,1,1,1,0,100.0,0.0,0.09,0.09,0.1
30m,breakout_base_2r,breakout,MU,79.4348,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SNDK,48.4493,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,GLW,11.5337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,OKLO,-4.2968,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,RGTI,50.6785,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,IONQ,62.1877,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CSCO,30.343,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AMKR,-0.1865,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ASTS,56.019,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,RKLB,76.8487,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AMD,44.9361,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AVGO,6.2105,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ARM,66.128,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SMCI,65.7677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,TSM,3.9973,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ASML,12.1133,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,MRVL,24.1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ON,18.3808,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LRCX,23.1495,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,KLAC,11.7039,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,QCOM,44.9126,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ADI,4.3081,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,MCHP,2.0149,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,MPWR,0.3041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LSCC,20.2239,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ALAB,71.3443,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CRDO,34.5521,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,COHR,9.1688,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,WOLF,86.9551,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AEHR,1.7534,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,PLTR,9.0915,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,APP,34.0535,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SOUN,6.5075,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,BBAI,27.9188,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AI,19.8775,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,PATH,11.3225,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,UPST,4.4499,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,AFRM,12.9675,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,HOOD,27.2249,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,COIN,-2.0344,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,MARA,17.1278,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,RIOT,43.038,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CLSK,43.7107,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,IREN,35.0186,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CORZ,28.9316,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CIFR,28.9173,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,WULF,15.336,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,HIVE,84.6626,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,BTDR,50.7334,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,HUT,59.1077,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,QBTS,51.8649,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,QUBT,34.0987,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ARQQ,16.1677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LAES,25.1786,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,QS,22.2752,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ENVX,20.5749,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,JOBY,32.9241,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ACHR,20.708,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LUNR,77.1891,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SPCE,155.8763,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,NNE,26.6331,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SMR,5.6802,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LEU,-10.8407,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,CCJ,-7.2399,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,UEC,-5.5137,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,DNN,-6.7024,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,RUN,29.339,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ENPH,105.7762,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,SEDG,82.9263,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,FSLR,50.8803,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,BE,0.1614,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,PLUG,27.6252,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,BLDP,85.7988,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LAC,-6.1041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,ALB,-8.2341,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,RIVN,6.4558,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LCID,2.6667,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,NIO,-5.8873,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,XPEV,1.7647,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_base_2r,breakout,LI,-16.0604,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,MU,79.4348,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SNDK,48.4493,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,GLW,11.5337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,OKLO,-4.2968,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,RGTI,50.6785,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,IONQ,62.1877,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CSCO,30.343,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AMKR,-0.1865,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ASTS,56.019,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,RKLB,76.8487,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AMD,44.9361,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AVGO,6.2105,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ARM,66.128,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SMCI,65.7677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,TSM,3.9973,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ASML,12.1133,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,MRVL,24.1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ON,18.3808,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LRCX,23.1495,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,KLAC,11.7039,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,QCOM,44.9126,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ADI,4.3081,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,MCHP,2.0149,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,MPWR,0.3041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LSCC,20.2239,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ALAB,71.3443,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CRDO,34.5521,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,COHR,9.1688,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,WOLF,86.9551,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AEHR,1.7534,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,PLTR,9.0915,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,APP,34.0535,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SOUN,6.5075,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,BBAI,27.9188,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AI,19.8775,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,PATH,11.3225,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,UPST,4.4499,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,AFRM,12.9675,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,HOOD,27.2249,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,COIN,-2.0344,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,MARA,17.1278,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,RIOT,43.038,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CLSK,43.7107,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,IREN,35.0186,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CORZ,28.9316,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CIFR,28.9173,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,WULF,15.336,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,HIVE,84.6626,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,BTDR,50.7334,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,HUT,59.1077,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,QBTS,51.8649,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,QUBT,34.0987,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ARQQ,16.1677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LAES,25.1786,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,QS,22.2752,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ENVX,20.5749,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,JOBY,32.9241,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ACHR,20.708,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LUNR,77.1891,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SPCE,155.8763,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,NNE,26.6331,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SMR,5.6802,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LEU,-10.8407,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,CCJ,-7.2399,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,UEC,-5.5137,0,0,0,0,0.0,0.0,0.0,0.0,0.0
