interval,variant,entry_mode,pattern_id,symbol,entry_date,entry_price,stop_price,target_price,target_return_pct,exit_date,exit_price,exit_reason,bars_held,pnl_per_share,return_pct,r_multiple,win,quality_win,trend_30m_pct,trend_60m_pct,trend_120m_pct,above_ema20,ema20_rising,ema20_above_ema50,above_vwap,volume_ratio
5m,early_hl_wide_3r,early-higher-low,W019,FSLR,2026-05-29 12:00,304.96,300.38,318.7,4.5055,2026-05-29 13:20,300.38,stop,16,-4.58,-0.01502,-1.0,False,False,0.050897704632757446,1.4112367092189437,-2.344552064553307,True,True,True,False,2.4781176068992004
5m,early_hl_wide_3r,early-higher-low,W002,BE,2026-05-08 13:55,269.66,261.78,293.3,8.7666,2026-05-08 15:25,261.78,stop,18,-7.88,-0.02922,-1.0,False,False,0.3421155396331921,3.037703703013128,4.488071861903231,True,True,True,True,0.4366179509029147
5m,early_hl_wide_3r,early-higher-low,W003,BE,2026-05-11 11:30,293.005,282.58,324.28,10.6739,2026-05-11 15:30,287.33,time_exit,48,-5.675,-0.01937,-0.54,False,False,1.1641949435092114,2.6950246678094425,12.249684275935579,True,True,True,True,1.823409708213848
5m,early_hl_wide_3r,early-higher-low,W004,BE,2026-05-13 13:00,292.6813,285.59,313.9552,7.2686,2026-05-13 15:55,289.77,session_close,35,-2.9113,-0.00995,-0.41,False,False,-0.19441567566160778,1.5688958409975973,1.954630556663739,True,True,True,True,0.5165681728103666
5m,early_hl_wide_3r,early-higher-low,W003,PLUG,2026-05-11 13:50,3.597,3.51,3.858,7.256,2026-05-11 15:55,3.51,stop,25,-0.087,-0.02419,-1.0,False,False,1.408449379940424,1.7926762905991156,1.408449379940424,True,True,True,True,0.4878086914005128
5m,early_hl_wide_3r,early-higher-low,W005,PLUG,2026-05-13 13:20,3.8799,3.76,4.2396,9.2709,2026-05-13 15:55,3.965,session_close,31,0.0851,0.02193,0.71,True,True,0.3158361157990397,1.839682838756307,0.518806247148107,True,True,True,True,0.8407085194024251
5m,early_hl_wide_3r,early-higher-low,W009,PLUG,2026-05-15 15:40,3.915,3.73,4.47,14.1762,2026-05-15 15:55,3.79,session_close,3,-0.125,-0.03193,-0.68,False,False,0.2557542261826251,2.655427082130779,5.945946642567046,True,True,True,True,0.5292039057563118
5m,early_hl_wide_3r,early-higher-low,W010,PLUG,2026-05-18 15:35,3.4399,3.32,3.7996,10.4567,2026-05-18 15:55,3.445,session_close,4,0.0051,0.00148,0.04,True,False,1.0338728545663534,1.9346197450402114,1.6325915301287575,True,True,False,False,1.841124620025868
5m,early_hl_wide_3r,early-higher-low,W012,PLUG,2026-05-20 12:40,3.38,3.27,3.71,9.7633,2026-05-20 15:55,3.3,session_close,39,-0.08,-0.02367,-0.73,False,False,-1.0248857336185302,1.8072344097764814,2.176542466542486,True,True,True,True,0.7653702069667176
5m,early_hl_wide_3r,early-higher-low,W016,PLUG,2026-05-27 12:05,4.17,3.94,4.86,16.5468,2026-05-27 15:55,4.14,session_close,46,-0.03,-0.00719,-0.13,False,False,0.060061436101821464,3.6069647167783048,6.2499969589467685,True,True,True,True,0.6741137809007951
5m,early_hl_wide_3r,early-higher-low,W017,PLUG,2026-05-28 13:40,4.295,4.14,4.76,10.8265,2026-05-28 15:55,4.14,stop,27,-0.155,-0.03609,-1.0,False,False,0.20304249937905805,2.109400620784152,3.4626534826748934,True,True,True,True,1.9583395171828863
5m,early_hl_wide_3r,early-higher-low,W001,BLDP,2026-05-05 12:10,4.035,3.95,4.29,6.3197,2026-05-05 13:15,3.95,stop,13,-0.085,-0.02107,-1.0,False,False,-1.944105179969824,1.896511197768147,4.941477695399521,True,True,True,True,0.40648078636862955
