interval,variant,entry_mode,symbol,stock_return_pct,patterns,trades,wins,quality_wins,hit_rate_pct,quality_win_rate_pct,avg_return_pct,total_trade_return_pct,avg_r_multiple
5m,breakout_base_2r,breakout,SPCE,158.0042,37,25,13,11,52.0,44.0,1.1464,28.661,0.3824
5m,breakout_base_2r,breakout,NNE,25.1083,37,24,14,11,58.33,45.83,1.1362,27.268,0.4175
5m,breakout_base_2r,breakout,SMR,2.4252,40,26,14,12,53.85,46.15,0.62,16.119,0.1819
5m,breakout_base_2r,breakout,LEU,-11.6311,35,21,13,9,61.9,42.86,0.6283,13.194,0.34
5m,breakout_base_2r,breakout,CCJ,-7.6582,34,20,12,7,60.0,35.0,0.4358,8.717,0.2165
5m,breakout_base_2r,breakout,UEC,-5.643,32,24,13,5,54.17,20.83,0.1747,4.192,0.0267
5m,breakout_base_2r,breakout,DNN,-8.3004,39,25,15,4,60.0,16.0,0.3242,8.106,0.2072
5m,breakout_base_2r,breakout,RUN,29.0885,32,24,10,4,41.67,16.67,-0.1871,-4.49,-0.0612
5m,breakout_base_2r,breakout,ENPH,101.7699,32,23,14,9,60.87,39.13,0.8306,19.104,0.4257
5m,breakout_base_2r,breakout,SEDG,76.5528,30,20,12,10,60.0,50.0,1.1486,22.972,0.4335
5m,breakout_base_2r,breakout,FSLR,46.1718,45,25,19,12,76.0,48.0,0.9266,23.166,0.4292
