timestamp,event,symbol,trade_id,cash,equity,open_positions,return_pct,pnl
2026-05-04 14:05:00,exit,SNDK,11,19764.85,99923.79,4,-0.01708,-343.23
2026-05-04 14:15:00,exit,MU,12,39561.21,99897.19,3,-0.01479,-297.23
2026-05-04 14:30:00,entry,ASTS,18,19597.79,99817.09,4,,
2026-05-04 15:15:00,exit,ASTS,18,39288.21,99371.51,3,-0.01367,-273.0
2026-05-04 15:55:00,exit,AMKR,10,59427.78,99443.12,2,0.00226,45.42
2026-05-04 15:55:00,exit,GLW,13,79389.37,99443.13,1,-0.00633,-127.12
2026-05-04 15:55:00,exit,CSCO,14,99443.12,99443.12,0,-0.00162,-32.46
2026-05-05 11:15:00,entry,RGTI,19,79554.5,99443.12,1,,
2026-05-05 11:20:00,entry,RKLB,20,59653.04,99507.29,2,,
2026-05-05 11:20:00,entry,IONQ,21,39776.84,99381.01,3,,
2026-05-05 11:40:00,entry,GLW,22,19859.23,99588.06,4,,
2026-05-05 11:50:00,skip_no_cash,MU,23,19859.23,99475.68,4,,
2026-05-05 11:50:00,skip_no_cash,SNDK,24,19859.23,99475.68,4,,
2026-05-05 12:05:00,entry,CSCO,25,43.56,99078.31,5,,
2026-05-05 12:10:00,exit,RKLB,20,19361.57,98877.83,4,-0.02932,-583.45
2026-05-05 12:50:00,skip_no_cash,RKLB,26,19361.57,99136.18,4,,
2026-05-05 14:35:00,exit,RGTI,19,39916.6,99696.28,3,0.03351,666.41
2026-05-05 14:40:00,exit,IONQ,21,60262.08,99648.69,2,0.02361,469.28
2026-05-05 14:40:00,exit,GLW,22,79761.23,99699.34,1,-0.02101,-418.47
2026-05-05 14:50:00,entry,IONQ,27,59817.77,99717.28,2,,
2026-05-05 14:50:00,entry,ASTS,28,39881.79,99679.9,3,,
2026-05-05 15:00:00,entry,MU,29,19932.24,99747.76,4,,
2026-05-05 15:05:00,skip_no_cash,AMKR,30,19932.24,99806.29,4,,
2026-05-05 15:25:00,exit,CSCO,25,39911.52,99452.42,3,0.00826,163.62
2026-05-05 15:55:00,exit,IONQ,27,59863.28,99485.19,2,0.00042,8.31
2026-05-05 15:55:00,exit,ASTS,28,79668.98,99485.19,1,-0.00653,-130.28
2026-05-05 15:55:00,exit,MU,29,99485.19,99485.19,0,-0.00668,-133.35
2026-05-06 10:40:00,entry,RGTI,31,79588.15,99485.19,1,,
2026-05-06 11:05:00,entry,CSCO,32,59739.29,99244.29,2,,
2026-05-06 12:35:00,entry,RKLB,33,39830.96,99541.67,3,,
2026-05-06 12:40:00,entry,AMKR,34,19912.5,99592.27,4,,
2026-05-06 13:05:00,skip_no_cash,IONQ,35,19912.5,99960.0,4,,
2026-05-06 13:15:00,skip_no_cash,ASTS,36,19912.5,100033.87,4,,
2026-05-06 13:40:00,skip_no_cash,SNDK,37,19912.5,100435.4,4,,
2026-05-06 13:45:00,skip_no_cash,MU,38,19912.5,100277.57,4,,
2026-05-06 13:55:00,skip_no_cash,GLW,39,19912.5,100036.39,4,,
2026-05-06 14:00:00,exit,RGTI,31,40055.56,99959.51,3,0.01236,246.02
2026-05-06 14:25:00,exit,CSCO,32,59822.52,100179.58,2,-0.00413,-81.9
2026-05-06 15:20:00,entry,RGTI,40,39766.42,100280.51,3,,
2026-05-06 15:55:00,exit,RKLB,33,60324.28,100609.87,2,0.03263,649.53
2026-05-06 15:55:00,exit,AMKR,34,80362.04,100609.87,1,0.00599,119.3
2026-05-06 15:55:00,exit,RGTI,40,100609.87,100609.87,0,0.00956,191.73
2026-05-07 10:20:00,entry,SNDK,41,80487.9,100609.87,1,,
2026-05-07 12:05:00,exit,SNDK,41,99753.25,99753.25,0,-0.04257,-856.63
2026-05-07 12:45:00,entry,GLW,42,79802.6,99753.25,1,,
2026-05-07 12:55:00,entry,SNDK,43,59813.43,99945.83,2,,
2026-05-07 12:55:00,entry,ASTS,44,39842.92,99852.55,3,,
2026-05-07 13:10:00,entry,RKLB,45,19913.57,99646.76,4,,
2026-05-07 13:10:00,entry,CSCO,46,2.72,99554.22,5,,
2026-05-07 14:00:00,skip_max_positions,MU,47,2.72,99709.76,5,,
2026-05-07 14:00:00,skip_max_positions,IONQ,48,2.72,99709.76,5,,
2026-05-07 14:05:00,skip_max_positions,AMKR,49,2.72,99511.19,5,,
2026-05-07 14:25:00,exit,SNDK,43,19492.1,98340.71,4,-0.025,-499.79
2026-05-07 14:25:00,exit,ASTS,44,39065.05,98279.43,3,-0.01991,-397.56
2026-05-07 14:25:00,exit,RKLB,45,58659.25,98259.43,2,-0.01682,-335.16
2026-05-07 14:40:00,entry,RGTI,50,39018.59,98203.27,3,,
2026-05-07 15:05:00,exit,RGTI,50,58445.99,97953.85,2,-0.01086,-213.25
2026-05-07 15:40:00,entry,SNDK,51,38784.81,98305.92,3,,
2026-05-07 15:40:00,entry,RKLB,52,19108.76,98380.23,4,,
2026-05-07 15:55:00,exit,GLW,42,39015.22,98589.84,3,-0.00221,-44.19
2026-05-07 15:55:00,exit,CSCO,46,58948.78,98589.84,2,0.00114,22.71
2026-05-07 15:55:00,exit,SNDK,51,78942.55,98589.84,1,0.01692,332.59
2026-05-07 15:55:00,exit,RKLB,52,98589.84,98589.84,0,-0.00146,-28.75
2026-05-08 11:00:00,entry,MU,53,78871.88,98589.84,1,,
2026-05-08 11:35:00,entry,ASTS,54,59144.29,98637.94,2,,
2026-05-08 11:50:00,entry,AMKR,55,39412.21,98660.38,3,,
2026-05-08 11:55:00,entry,SNDK,56,19705.19,98535.1,4,,
2026-05-08 12:50:00,skip_no_cash,CSCO,57,19705.19,99248.21,4,,
2026-05-08 13:05:00,exit,AMKR,55,40033.68,99916.63,3,0.03023,596.41
2026-05-08 13:30:00,entry,IONQ,58,19968.19,100327.45,4,,
2026-05-08 13:30:00,skip_no_cash,RGTI,59,19968.19,100389.84,4,,
2026-05-08 13:35:00,skip_no_cash,RKLB,60,19968.19,100739.59,4,,
2026-05-08 14:20:00,exit,MU,53,40242.03,101494.55,3,0.02819,555.87
2026-05-08 14:30:00,entry,GLW,61,19922.38,101598.23,4,,
2026-05-08 14:55:00,exit,ASTS,54,40465.27,101146.41,3,0.04133,815.3
2026-05-08 15:05:00,entry,ASTS,62,20103.33,101809.71,4,,
2026-05-08 15:15:00,exit,SNDK,56,40264.15,101786.84,3,0.02303,453.8
2026-05-08 15:15:00,entry,AMKR,63,19906.78,101786.84,4,,
2026-05-08 15:25:00,exit,GLW,61,39862.78,101298.49,3,-0.0179,-363.66
2026-05-08 15:40:00,entry,SNDK,64,19502.26,101802.55,4,,
2026-05-08 15:50:00,exit,IONQ,58,40553.07,101995.93,3,0.0491,985.31
2026-05-08 15:55:00,exit,ASTS,62,61288.04,102255.14,2,0.01832,373.03
2026-05-08 15:55:00,exit,AMKR,63,81722.73,102255.14,1,0.0038,77.32
2026-05-08 15:55:00,exit,SNDK,64,102255.14,102255.14,0,0.00844,171.9
2026-05-11 10:40:00,entry,MU,65,81804.11,102255.14,1,,
2026-05-11 11:00:00,entry,GLW,66,61356.53,102237.91,2,,
2026-05-11 11:30:00,entry,ASTS,67,40928.46,102140.35,3,,
2026-05-11 11:35:00,entry,CSCO,68,20468.92,102297.67,4,,
2026-05-11 11:35:00,entry,RKLB,69,2.72,102331.03,5,,
2026-05-11 11:50:00,skip_max_positions,SNDK,70,2.72,102662.41,5,,
2026-05-11 12:15:00,skip_max_positions,AMKR,71,2.72,102474.95,5,,
2026-05-11 12:35:00,skip_max_positions,RGTI,72,2.72,102153.33,5,,
2026-05-11 14:00:00,exit,MU,65,20730.46,102963.52,4,0.01353,276.72
2026-05-11 14:10:00,entry,IONQ,73,80.21,103251.25,5,,
2026-05-11 14:20:00,exit,GLW,66,20871.69,103740.13,4,0.01682,343.89
2026-05-11 14:30:00,entry,MU,74,58.28,104067.03,5,,
2026-05-11 14:50:00,exit,ASTS,67,20847.04,103632.3,4,0.01766,360.68
2026-05-11 14:55:00,exit,CSCO,68,41230.48,103006.16,3,-0.00372,-76.09
2026-05-11 14:55:00,exit,RKLB,69,61952.73,103006.16,2,0.01251,256.04
2026-05-11 15:35:00,exit,MU,74,82315.19,102733.98,1,-0.02167,-450.94
2026-05-11 15:35:00,entry,CSCO,75,61768.4,102733.98,2,,
2026-05-11 15:55:00,exit,IONQ,73,82215.68,102850.28,1,-0.00983,-202.97
2026-05-11 15:55:00,exit,CSCO,75,102850.28,102850.28,0,0.00427,87.81
2026-05-12 12:15:00,entry,ASTS,76,82280.23,102850.28,1,,
2026-05-12 12:15:00,entry,RKLB,77,61712.34,102839.43,2,,
2026-05-12 12:30:00,entry,GLW,78,41253.11,102296.18,3,,
2026-05-12 12:40:00,exit,GLW,78,61388.91,101759.33,2,-0.01581,-323.43
2026-05-12 13:00:00,entry,CSCO,79,41064.15,101623.77,3,,
2026-05-12 13:10:00,entry,AMKR,80,20658.69,102027.33,4,,
2026-05-12 13:35:00,entry,SNDK,81,145.83,102564.28,5,,
2026-05-12 13:55:00,skip_max_positions,MU,82,145.83,102336.05,5,,
2026-05-12 14:05:00,skip_max_positions,IONQ,83,145.83,102736.81,5,,
2026-05-12 14:20:00,skip_max_positions,RGTI,84,145.83,102792.68,5,,
2026-05-12 15:35:00,exit,ASTS,76,21112.9,104449.27,4,0.0193,397.01
2026-05-12 15:35:00,exit,RKLB,77,42062.64,104449.27,3,0.01857,381.86
2026-05-12 15:35:00,entry,GLW,85,21172.78,104449.27,4,,
2026-05-12 15:35:00,entry,RKLB,86,255.72,104585.3,5,,
2026-05-12 15:40:00,exit,SNDK,81,21399.86,104573.49,4,0.03077,631.28
2026-05-12 15:50:00,exit,AMKR,80,42498.1,104616.78,3,0.03395,692.78
2026-05-12 15:55:00,exit,CSCO,79,62975.43,104389.02,2,0.00751,152.57
2026-05-12 15:55:00,exit,GLW,85,83885.32,104389.02,1,0.00096,20.03
2026-05-12 15:55:00,exit,RKLB,86,104389.02,104389.02,0,-0.01976,-413.35
2026-05-13 10:20:00,entry,ASTS,87,83511.22,104389.02,1,,
2026-05-13 10:35:00,entry,MU,88,62586.88,104621.72,2,,
2026-05-13 11:10:00,entry,RGTI,89,41669.47,104587.01,3,,
2026-05-13 12:10:00,entry,GLW,90,20770.64,104494.16,4,,
2026-05-13 12:25:00,skip_no_cash,IONQ,91,20770.64,104671.18,4,,
2026-05-13 12:25:00,skip_no_cash,RKLB,92,20770.64,104671.18,4,,
2026-05-13 12:30:00,skip_no_cash,SNDK,93,20770.64,105131.99,4,,
2026-05-13 12:55:00,skip_no_cash,AMKR,94,20770.64,104713.88,4,,
2026-05-13 13:40:00,exit,ASTS,87,42224.95,105277.3,3,0.02761,576.5
2026-05-13 13:55:00,exit,MU,88,62769.66,105385.4,2,-0.01814,-379.63
2026-05-13 14:10:00,entry,CSCO,95,41645.45,105621.05,3,,
2026-05-13 14:15:00,exit,GLW,90,63262.97,105701.83,2,0.03439,718.69
2026-05-13 14:30:00,exit,RGTI,89,84373.69,105590.01,1,0.00924,193.31
2026-05-13 15:05:00,entry,MU,96,63278.03,105478.28,2,,
2026-05-13 15:55:00,exit,CSCO,95,84617.88,105693.33,1,0.01021,215.64
2026-05-13 15:55:00,exit,MU,96,105693.33,105693.33,0,-0.00096,-20.2
2026-05-14 10:40:00,entry,AMKR,97,84554.67,105693.33,1,,
2026-05-14 10:40:00,entry,RGTI,98,63447.78,105534.46,2,,
2026-05-14 11:10:00,entry,GLW,99,42205.71,106210.33,3,,
2026-05-14 11:15:00,entry,CSCO,100,20928.56,106385.74,4,,
2026-05-14 12:15:00,skip_no_cash,RKLB,101,20928.56,106313.63,4,,
2026-05-14 12:30:00,skip_no_cash,SNDK,102,20928.56,106195.08,4,,
2026-05-14 12:40:00,exit,CSCO,100,41855.09,106109.4,3,-0.01648,-350.62
2026-05-14 12:55:00,entry,MU,103,20594.64,106302.24,4,,
2026-05-14 13:00:00,skip_no_cash,IONQ,104,20594.64,106495.8,4,,
2026-05-14 13:15:00,exit,MU,103,41557.25,105138.7,3,-0.01401,-297.84
2026-05-14 13:20:00,exit,AMKR,97,62256.18,104981.6,2,-0.0208,-439.74
2026-05-14 14:00:00,exit,RGTI,98,84343.34,105649.54,1,0.04644,980.27
2026-05-14 14:15:00,entry,ASTS,105,63201.67,105708.32,2,,
2026-05-14 14:20:00,entry,AMKR,106,42084.62,105585.25,3,,
2026-05-14 14:30:00,exit,GLW,99,63382.65,105760.41,2,0.00263,55.97
2026-05-14 14:50:00,entry,CSCO,107,42274.97,105538.41,3,,
2026-05-14 15:15:00,entry,MU,108,21193.17,105408.99,4,,
2026-05-14 15:55:00,exit,ASTS,105,42151.71,104514.12,3,-0.00866,-183.13
2026-05-14 15:55:00,exit,AMKR,106,62834.77,104619.77,2,-0.02055,-433.99
2026-05-14 15:55:00,exit,CSCO,107,83967.16,104619.77,1,0.00117,24.71
2026-05-14 15:55:00,exit,MU,108,104656.63,104656.63,0,-0.01861,-392.33
2026-05-15 11:35:00,entry,AMKR,109,83725.3,104656.63,1,,
2026-05-15 12:30:00,entry,CSCO,110,62781.77,104717.66,2,,
2026-05-15 13:10:00,entry,MU,111,41872.09,104548.42,3,,
2026-05-15 13:10:00,entry,IONQ,112,20957.59,104572.5,4,,
2026-05-15 13:20:00,skip_no_cash,ASTS,113,20957.59,104884.81,4,,
2026-05-15 13:35:00,skip_no_cash,RGTI,114,20957.59,105276.34,4,,
2026-05-15 13:40:00,skip_no_cash,SNDK,115,20957.59,105161.12,4,,
2026-05-15 13:55:00,skip_no_cash,GLW,116,20957.59,105302.77,4,,
2026-05-15 14:55:00,exit,AMKR,109,42045.4,105288.17,3,0.00748,156.49
2026-05-15 14:55:00,entry,RKLB,117,20987.77,105288.17,4,,
2026-05-15 15:45:00,exit,MU,111,41657.51,104858.84,3,-0.01148,-239.95
2026-05-15 15:50:00,exit,CSCO,110,62785.16,104528.66,2,0.00879,184.12
2026-05-15 15:55:00,exit,IONQ,112,83619.44,104416.96,1,-0.00384,-80.22
2026-05-15 15:55:00,exit,RKLB,117,104416.96,104416.96,0,-0.01235,-260.11
2026-05-18 11:40:00,entry,ASTS,118,83533.57,104416.96,1,,
2026-05-18 12:15:00,entry,CSCO,119,62656.98,104382.91,2,,
2026-05-18 12:55:00,entry,RGTI,120,41753.74,104516.2,3,,
2026-05-18 12:55:00,entry,RKLB,121,20844.03,104548.54,4,,
2026-05-18 15:00:00,exit,ASTS,118,41841.25,104797.58,3,0.00545,113.82
2026-05-18 15:05:00,entry,SNDK,122,20879.14,104810.53,4,,
2026-05-18 15:05:00,skip_no_cash,IONQ,123,20879.14,104759.7,4,,
2026-05-18 15:05:00,skip_no_cash,ASTS,124,20879.14,104759.7,4,,
2026-05-18 15:35:00,exit,CSCO,119,42011.27,105694.05,3,0.01224,255.55
2026-05-18 15:40:00,entry,GLW,125,20845.5,105828.87,4,,
2026-05-18 15:40:00,skip_no_cash,CSCO,126,20845.5,105875.24,4,,
2026-05-18 15:55:00,exit,RGTI,120,42257.63,106150.26,3,0.02435,508.89
2026-05-18 15:55:00,exit,RKLB,121,63459.75,106150.26,2,0.01398,292.41
2026-05-18 15:55:00,exit,SNDK,122,84919.1,106150.26,1,0.02372,497.25
2026-05-18 15:55:00,exit,GLW,125,106150.26,106150.26,0,0.00309,65.39
2026-05-19 11:00:00,entry,RGTI,127,84920.21,106150.26,1,,
2026-05-19 11:00:00,entry,AMKR,128,63673.99,106231.09,2,,
2026-05-19 11:05:00,entry,RKLB,129,42438.09,106179.5,3,,
2026-05-19 11:05:00,entry,IONQ,130,21222.52,106077.88,4,,
2026-05-19 11:50:00,skip_no_cash,ASTS,131,21222.52,106803.84,4,,
2026-05-19 11:50:00,skip_no_cash,SNDK,132,21222.52,106803.84,4,,
2026-05-19 12:30:00,skip_no_cash,GLW,133,21222.52,108526.9,4,,
2026-05-19 12:40:00,skip_no_cash,CSCO,134,21222.52,109159.57,4,,
2026-05-19 13:15:00,exit,RKLB,129,44059.07,110521.43,3,0.07538,1600.66
2026-05-19 14:20:00,exit,RGTI,127,66023.29,110206.72,2,0.03458,734.16
2026-05-19 14:20:00,exit,AMKR,128,87991.69,110206.72,1,0.03399,722.19
2026-05-19 14:25:00,exit,IONQ,130,110247.6,110247.6,0,0.04904,1040.34
2026-05-19 14:35:00,entry,RGTI,135,88198.08,110247.6,1,,
2026-05-19 14:35:00,entry,IONQ,136,66168.53,110147.76,2,,
2026-05-19 14:55:00,exit,RGTI,135,87909.93,109711.09,1,-0.01397,-308.12
2026-05-19 15:05:00,entry,ASTS,137,65929.2,109903.66,2,,
2026-05-19 15:15:00,entry,AMKR,138,43908.02,110105.89,3,,
2026-05-19 15:15:00,entry,RKLB,139,21922.59,109927.15,4,,
2026-05-19 15:50:00,exit,AMKR,138,43586.3,108705.19,3,-0.01623,-357.48
2026-05-19 15:55:00,exit,IONQ,136,65282.2,108708.72,2,-0.01515,-333.65
2026-05-19 15:55:00,exit,ASTS,137,86870.82,108708.72,1,-0.01784,-392.12
2026-05-19 15:55:00,exit,RKLB,139,108708.72,108708.72,0,-0.00671,-147.53
2026-05-20 11:20:00,entry,GLW,140,86966.97,108708.72,1,,
2026-05-20 11:40:00,entry,MU,141,65230.22,108683.75,2,,
2026-05-20 11:55:00,entry,AMKR,142,43465.37,108824.29,3,,
2026-05-20 12:20:00,exit,AMKR,142,64969.6,107912.25,2,-0.01197,-260.62
2026-05-20 13:15:00,exit,GLW,140,86176.28,107879.35,1,-0.02461,-535.07
2026-05-20 13:30:00,entry,AMKR,143,64577.91,107991.81,2,,
2026-05-20 13:35:00,entry,IONQ,144,42987.91,107950.02,3,,
2026-05-20 13:40:00,entry,RGTI,145,21405.9,107910.03,4,,
2026-05-20 14:00:00,skip_no_cash,SNDK,146,21405.9,108264.76,4,,
2026-05-20 14:05:00,skip_no_cash,GLW,147,21405.9,108305.02,4,,
2026-05-20 14:05:00,skip_no_cash,ASTS,148,21405.9,108305.02,4,,
2026-05-20 14:05:00,skip_no_cash,RKLB,149,21405.9,108305.02,4,,
2026-05-20 14:55:00,exit,IONQ,144,42614.74,107270.99,3,-0.01765,-381.17
2026-05-20 15:00:00,exit,MU,141,64529.21,107515.59,2,0.00818,177.72
2026-05-20 15:35:00,entry,IONQ,150,42944.62,107922.96,3,,
2026-05-20 15:55:00,exit,AMKR,143,64698.64,107742.84,2,0.00721,155.66
2026-05-20 15:55:00,exit,RGTI,145,86178.78,107742.83,1,-0.00472,-101.86
2026-05-20 15:55:00,exit,IONQ,150,107742.83,107742.83,0,-0.00095,-20.54
2026-05-21 11:00:00,entry,IONQ,151,86194.27,107742.83,1,,
2026-05-21 11:50:00,entry,RKLB,152,64640.59,107768.41,2,,
2026-05-21 11:50:00,entry,SNDK,153,43102.25,107691.7,3,,
2026-05-21 11:50:00,entry,CSCO,154,21557.84,107722.02,4,,
2026-05-21 12:05:00,skip_no_cash,RGTI,155,21557.84,107930.67,4,,
2026-05-21 12:10:00,entry,AMKR,156,13.11,107723.67,5,,
2026-05-21 12:35:00,skip_max_positions,MU,157,13.11,107557.29,5,,
2026-05-21 13:10:00,skip_max_positions,GLW,158,13.11,108223.05,5,,
2026-05-21 13:20:00,exit,RKLB,152,21158.26,107950.61,4,-0.01895,-408.53
2026-05-21 14:20:00,exit,IONQ,151,42518.7,107773.23,3,-0.00873,-188.13
2026-05-21 15:05:00,entry,ASTS,159,20979.49,107696.07,4,,
2026-05-21 15:10:00,exit,SNDK,153,43306.19,107966.0,3,0.0366,788.36
2026-05-21 15:10:00,exit,CSCO,154,65005.23,107966.0,2,0.00718,154.64
2026-05-21 15:15:00,entry,SNDK,160,43405.04,108000.94,3,,
2026-05-21 15:30:00,exit,AMKR,156,64694.25,107817.87,2,-0.01186,-255.52
2026-05-21 15:55:00,exit,ASTS,159,86613.9,108204.58,1,0.01766,380.44
2026-05-21 15:55:00,exit,SNDK,160,108204.58,108204.58,0,-0.00044,-9.52
2026-05-22 10:35:00,entry,GLW,161,86563.66,108204.58,1,,
2026-05-22 10:45:00,entry,MU,162,64926.32,108186.71,2,,
2026-05-22 10:45:00,entry,CSCO,163,43291.32,108175.0,3,,
2026-05-22 11:55:00,entry,RKLB,164,21636.21,108275.57,4,,
2026-05-22 11:55:00,skip_no_cash,IONQ,165,21636.21,108199.58,4,,
2026-05-22 11:55:00,skip_no_cash,AMKR,166,21636.21,108199.58,4,,
2026-05-22 12:35:00,exit,RKLB,164,42775.07,107665.58,3,-0.02384,-516.25
2026-05-22 13:05:00,entry,SNDK,167,21179.79,107976.4,4,,
2026-05-22 13:25:00,skip_no_cash,RGTI,168,21179.79,107866.9,4,,
2026-05-22 13:55:00,exit,GLW,161,42822.94,108140.12,3,0.0001,2.23
2026-05-22 14:05:00,exit,MU,162,64700.8,107927.04,2,0.01112,240.52
2026-05-22 14:05:00,exit,CSCO,163,86345.71,107927.04,1,0.00046,9.92
2026-05-22 14:10:00,entry,ASTS,169,64754.51,107956.01,2,,
2026-05-22 14:15:00,entry,RKLB,170,43119.45,108175.29,3,,
2026-05-22 15:05:00,exit,SNDK,167,64473.65,108082.47,2,-0.01116,-241.09
2026-05-22 15:55:00,exit,ASTS,169,86504.04,108207.84,1,0.02034,439.19
2026-05-22 15:55:00,exit,RKLB,170,108207.84,108207.84,0,0.00318,68.74
2026-05-26 11:00:00,entry,ASTS,171,86566.27,108207.84,1,,
2026-05-26 11:20:00,entry,IONQ,172,64967.23,107995.22,2,,
2026-05-26 11:30:00,entry,RGTI,173,43273.48,108468.77,3,,
2026-05-26 11:45:00,entry,CSCO,174,21762.35,107555.64,4,,
2026-05-26 11:55:00,exit,ASTS,171,42638.81,106968.08,3,-0.03535,-765.11
2026-05-26 11:55:00,exit,RGTI,173,63819.76,106767.42,2,-0.02364,-512.8
2026-05-26 12:05:00,entry,AMKR,175,42406.33,107067.16,3,,
2026-05-26 12:25:00,entry,SNDK,176,20898.85,107537.39,4,,
2026-05-26 12:25:00,skip_no_cash,GLW,177,20898.85,107544.13,4,,
2026-05-26 13:00:00,skip_no_cash,MU,178,20898.85,107469.03,4,,
2026-05-26 14:25:00,skip_no_cash,RKLB,179,20898.85,107765.26,4,,
2026-05-26 14:40:00,exit,IONQ,172,42971.1,107892.26,3,0.02191,473.2
2026-05-26 15:05:00,exit,CSCO,174,64320.03,107795.07,2,-0.00754,-162.19
2026-05-26 15:25:00,exit,AMKR,175,85701.42,107456.86,1,-0.0015,-32.04
2026-05-26 15:45:00,exit,SNDK,176,107264.96,107264.96,0,0.00261,56.06
2026-05-27 10:15:00,entry,CSCO,180,85811.97,107264.96,1,,
2026-05-27 10:55:00,entry,IONQ,181,64365.77,107230.97,2,,
2026-05-27 11:30:00,entry,AMKR,182,42824.69,107705.43,3,,
2026-05-27 11:35:00,entry,MU,183,21360.42,107321.35,4,,
2026-05-27 11:35:00,skip_no_cash,RGTI,184,21360.42,107108.74,4,,
2026-05-27 12:00:00,skip_no_cash,SNDK,185,21360.42,108108.95,4,,
2026-05-27 12:00:00,skip_no_cash,RKLB,186,21360.42,108108.95,4,,
2026-05-27 12:10:00,skip_no_cash,ASTS,187,21360.42,108668.31,4,,
2026-05-27 12:20:00,skip_no_cash,GLW,188,21360.42,108946.93,4,,
2026-05-27 13:35:00,exit,CSCO,180,42740.06,108518.96,3,-0.00342,-73.35
2026-05-27 14:15:00,exit,IONQ,181,65210.46,108291.26,2,0.04776,1024.2
2026-05-27 14:50:00,exit,AMKR,182,86862.67,108514.71,1,0.00516,111.13
2026-05-27 14:55:00,exit,MU,183,108538.73,108538.73,0,0.00987,211.79
2026-05-27 15:35:00,entry,IONQ,189,86830.99,108538.73,1,,
2026-05-27 15:40:00,entry,SNDK,190,65112.64,108591.73,2,,
2026-05-27 15:40:00,entry,GLW,191,43391.56,108605.44,3,,
2026-05-27 15:40:00,entry,RKLB,192,21682.74,108544.06,4,,
2026-05-27 15:55:00,exit,IONQ,189,43335.85,108408.11,3,-0.00252,-54.65
2026-05-27 15:55:00,exit,SNDK,190,65012.31,108408.11,2,-0.00193,-41.88
2026-05-27 15:55:00,exit,GLW,191,86517.15,108408.11,1,-0.00996,-216.24
2026-05-27 15:55:00,exit,RKLB,192,108408.11,108408.11,0,0.00839,182.15
2026-05-28 10:45:00,entry,MU,193,86726.49,108408.11,1,,
2026-05-28 10:45:00,entry,CSCO,194,65066.32,108300.83,2,,
2026-05-28 11:00:00,entry,RKLB,195,43387.0,108396.59,3,,
2026-05-28 11:10:00,entry,AMKR,196,21706.06,108404.69,4,,
2026-05-28 11:10:00,entry,ASTS,197,28.15,108389.56,5,,
2026-05-28 11:25:00,skip_max_positions,GLW,198,28.15,108467.14,5,,
2026-05-28 12:30:00,skip_max_positions,SNDK,199,28.15,108472.9,5,,
2026-05-28 14:05:00,exit,MU,193,21739.45,108848.64,4,0.00137,29.68
2026-05-28 14:05:00,exit,CSCO,194,43309.74,108848.64,3,-0.00415,-89.87
2026-05-28 14:20:00,exit,RKLB,195,65381.99,109307.67,2,0.01812,392.93
2026-05-28 14:20:00,entry,GLW,200,43520.46,109307.67,3,,
2026-05-28 14:20:00,entry,RKLB,201,21664.1,109281.78,4,,
2026-05-28 14:25:00,skip_no_cash,RGTI,202,21664.1,109379.7,4,,
2026-05-28 14:25:00,skip_no_cash,IONQ,203,21664.1,109379.7,4,,
2026-05-28 14:30:00,exit,AMKR,196,43154.43,109353.02,3,-0.00879,-190.61
2026-05-28 14:30:00,exit,ASTS,197,65684.37,109353.02,2,0.0393,852.02
2026-05-28 14:55:00,entry,ASTS,204,43845.6,109193.82,3,,
2026-05-28 15:50:00,exit,GLW,200,65369.47,109160.42,2,-0.01545,-337.67
